"Variant SKU",Command,Handle,"Body HTML","Inventory Available:Home","Inventory Available:MD","Inventory Available:PS",Status,Tags,"Tags Command",Title,Type,"Variant Barcode","Variant Command","Variant Cost","Variant Inventory Policy","Variant Inventory Tracker","Variant Price",Vendor,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Image Src","Image Command","Variant Image",Metafield:custom.argyle_colour,Metafield:custom.certification,Metafield:custom.product_caratprice,Metafield:custom.product_rrp,Metafield:custom.specifications,Metafield:custom.stone_carat,Metafield:custom.stone_clarity,Metafield:custom.stone_colour,Metafield:custom.stone_measurement,Metafield:custom.stone_shape,Metafield:custom.table_specifications,"Variant Fullfilment Service"
SDR-OVNSWT005,,adelia-parti-teal-9ct-yellow-gold-ring-sdr-ovnswt005,"The Adelia Ring features a unique bezel set Australian sapphire for a stylish, timeless accessory! Pair this ring with its matching necklace and earrings for a seamless look.
",1,0.00,1.00,,"bezel, solitaire, engagement, set, eng-solitaire-whitegold-oval-parti
, Sapphire Dreams, Parti Teal, Oval, Rings, Solitaire, 9ct Yellow Gold, Yellow Gold Metal, 1.00ct - 1.49ct",REPLACE,"Adelia Oval Sapphire Ring",Rings,SDR-OVNSWT005,MERGE,336.20,deny,shopify,608.98,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSWT005.jpg;https://samsgroup.info/pim-images/SDR-OVNSWT005_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSWT005_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSWT005.jpg,,YES,0.00,1550.00,"9ct Yellow Gold = 2.34gm<br>Parti Teal Sapphire Oval Cut 1 = 1.04ct<br>Sapphire Dreams Certificate No. 01158<br>",1.04,,"Parti Teal",7.00x5.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYB003,,evangeline-blue-18ct-yellow-gold-ring-sdr-ovnsyb003,"Trendy and unique, Evangeline showcases a gorgeous oval shaped Blue Australian Sapphire sitting on a diamond covered band, and set in 18ct Yellow Gold, a durable and long lasting metal. Perfect for an everyday subtle pop of colour!",2,1.00,1.00,,"stackable, diamond-band, sapphire and diamond
, Sapphire Dreams, Blue, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Evangeline Ring",Rings,SDR-OVNSYB003,MERGE,344.86,deny,shopify,603.63,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYB003.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB003_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB003_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYB003.jpg,,NO,0.00,1550.00,"18ct Yellow Gold = 1.94gm<br>Blue Sapphire Oval Cut 1 = 0.18ct<br>Round Brilliant Cut 18 = 0.09ct F/VS<br>",0.18,,Blue,4.00x3.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYB005,,clarissa-blue-18ct-yellow-gold-ring-sdr-ovnsyb005,"The epitome of true luxury, Clarissa features a spectacular oval shaped Blue Australian Sapphire haloed by dazzling round white diamonds and set on a diamond covered band. Set in 18ct Yellow Gold, a durable and long lasting precious metal.",4,0.00,2.00,,"halo,  sapphire and diamond, set
, Sapphire Dreams, Blue, Oval, Rings, Engagement, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Clarissa Oval Sapphire Ring",Rings,SDR-OVNSYB005,MERGE,531.35,deny,shopify,926.25,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYB005.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB005_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB005_5.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB005_6.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYB005.jpg,,NO,0.00,2350.00,"18ct Yellow Gold = 2.36gm<br>Blue Sapphire Oval Cut 1 = 0.30ct<br>Round Brilliant Cut 34 = 0.16ct F/VS<br>",0.30,,Blue,5.00x3.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYB006,,renee-blue-18ct-yellow-gold-ring-sdr-ovnsyb006,"Renee features a spectacular oval shaped Blue Australian Sapphire secured by a White Gold claw and set on a diamond covered band. Crafted in 18ct Yellow Gold, a durable and long lasting precious metal, making for an elegant ring choice.",5,1.00,0.00,,"diamond-band, sapphire and diamond, Sapphire Dreams, Blue, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Renee Ring",Rings,SDR-OVNSYB006,MERGE,616.57,deny,shopify,1105.12,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYB006.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB006_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB006_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYB006.jpg,,NO,0.00,2795.00,"18ct Yellow Gold = 2.35gm<br>Blue Sapphire Oval Cut 1 = 0.58ct<br>Round Brilliant Cut 28 = 0.31ct F/VS<br>",0.58,,Blue,6.00x4.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYB007,,marisol-blue-18ct-yellow-gold-ring-sdr-ovnsyb007,"Marisol showcases a gorgeous oval shaped Blue Australian Sapphire, secured by a Yellow Gold claw and set on a diamond covered band. The 18ct Yellow Gold setting, a durable and long lasting metal, makes for a bold and unique design which enhances the gorgeous hues of the Sapphire.",5,0.00,1.00,,"diamond-band, sapphire and diamond, Sapphire Dreams, Blue, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Marisol Ring",Rings,SDR-OVNSYB007,MERGE,412.26,deny,shopify,733.62,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYB007.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB007_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB007_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYB007.jpg,,NO,0.00,1850.00,"18ct Yellow Gold = 2.44gm<br>Blue Sapphire Oval Cut 1 = 0.27ct<br>Round Brilliant Cut 20 = 0.12ct F/VS<br>",0.27,,Blue,5.00x3.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYB008,,mariah-blue-18ct-yellow-gold-ring-sdr-ovnsyb008,"Mariah features an incredible oval shaped Blue Australian Sapphire as the feature stone, with glistening round White Diamonds and set on a diamond covered band. This stunning piece is crafted in 18ct Yellow Gold, a durable and long lasting metal, making for an exquisite and opulent engagement ring.",3,0.00,0.00,,"trilogy, diamond-band, sapphire and diamond
, Sapphire Dreams, Blue, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Mariah Ring",Rings,SDR-OVNSYB008,MERGE,536.04,deny,shopify,972.50,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYB008.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB008_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYB008_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYB008.jpg,,NO,0.00,2450.00,"18ct Yellow Gold = 2.42gm<br>Blue Sapphire Oval Cut 1 = 0.48ct<br>Round Brilliant Cut 22 = 0.21ct F/VS<br>",0.48,,Blue,6.00x4.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYG002,,mariah-green-18ct-yellow-gold-ring-sdr-ovnsyg002,"Mariah features an incredible oval shaped Green Australian Sapphire as the feature stone, with glistening round White Diamonds and set on a diamond covered band. This stunning piece is crafted in 18ct Yellow Gold, a durable and long lasting metal, making for an exquisite and opulent engagement ring.",1,0.00,1.00,,"trilogy, diamond-band, sapphire and diamond
, Sapphire Dreams, Green, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Mariah Ring",Rings,SDR-OVNSYG002,MERGE,529.64,deny,shopify,972.50,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYG002.jpg;https://samsgroup.info/pim-images/SDR-OVNSYG002_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYG002_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYG002.jpg,,NO,0.00,2450.00,"18ct Yellow Gold = 2.34gm<br>Green Sapphire Oval Cut 1 = 0.49ct<br>Round Brilliant Cut 22 = 0.20ct F/VS<br>",0.49,,Green,6.00x4.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYT001,,evangeline-teal-18ct-yellow-gold-ring-sdr-ovnsyt001,"Trendy and unique, Evangeline showcases a gorgeous oval shaped Teal Australian Sapphire sitting on a diamond covered band, and set in 18ct Yellow Gold, a durable and long lasting metal. Perfect for an everyday subtle pop of colour!",5,0.00,2.00,,"stackable, diamond-band, sapphire and diamond
, Sapphire Dreams, Teal, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Evangeline Ring",Rings,SDR-OVNSYT001,MERGE,344.56,deny,shopify,603.63,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYT001.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT001_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYT001.jpg,,NO,0.00,1550.00,"18ct Yellow Gold = 1.95gm<br>Teal Sapphire Oval Cut 1 = 0.19ct<br>Round Brilliant Cut 18 = 0.09ct F/VS<br>",0.19,,Teal,4.00x3.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYT002,,renee-teal-18ct-yellow-gold-ring-sdr-ovnsyt002,"Renee features a spectacular oval shaped Teal Australian Sapphire secured by a Yellow Gold claw and set on a diamond covered band. Crafted in 18ct White Gold, a durable and long lasting precious metal, making for an elegant ring choice.",5,0.00,0.00,,"diamond-band, sapphire and diamond, Sapphire Dreams, Teal, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Renee Ring",Rings,SDR-OVNSYT002,MERGE,607.87,deny,shopify,1105.12,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYT002.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT002_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT002_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYT002.jpg,,NO,0.00,2795.00,"18ct Yellow Gold = 2.39gm<br>Teal Sapphire Oval Cut 1 = 0.58ct<br>Round Brilliant Cut 28 = 0.31ct F/VS<br>",0.58,,Teal,6.00x4.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYT003,,marisol-teal-18ct-yellow-gold-ring-sdr-ovnsyt003,"Marisol showcases a gorgeous oval shaped Teal Australian Sapphire, secured by a Yellow Gold claw and set on a diamond covered band. The 18ct Yellow Gold setting, a durable and long lasting metal, makes for a bold and unique design which enhances the gorgeous hues of the Sapphire.",5,0.00,1.00,,"diamond-band, sapphire and diamond, Sapphire Dreams, Teal, Oval, Rings, Solitaire, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Marisol Ring",Rings,SDR-OVNSYT003,MERGE,411.66,deny,shopify,733.62,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYT003.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT003_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT003_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYT003.jpg,,NO,0.00,1850.00,"18ct Yellow Gold = 2.40gm<br>Teal Sapphire Oval Cut 1 = 0.28ct<br>Round Brilliant Cut 20 = 0.12ct F/VS<br>",0.28,,Teal,5.00x3.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVNSYT004,,clarissa-teal-18ct-yellow-gold-ring-sdr-ovnsyt004,"The epitome of true luxury, Clarissa features a spectacular oval shaped Blue Australian Sapphire haloed by dazzling round white diamonds and set on a diamond covered band. Set in 18ct White Gold, a durable and long lasting precious metal.",4,0.00,1.00,,"halo,  sapphire and diamond, set
, Sapphire Dreams, Teal, Oval, Rings, Engagement, 18ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Clarissa Oval Sapphire Ring",Rings,SDR-OVNSYT004,MERGE,530.60,deny,shopify,926.25,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVNSYT004.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT004_4.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT004_5.jpg;https://samsgroup.info/pim-images/SDR-OVNSYT004_6.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVNSYT004.jpg,,NO,0.00,2350.00,"18ct Yellow Gold = 2.29gm<br>Teal Sapphire Oval Cut 1 = 0.31ct<br>Round Brilliant Cut 34 = 0.17ct F/VS<br>",0.31,,Teal,5.00x3.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDR-OVSNBG001,,geraldine-parti-green-18ct-rose-white-gold-ring-sdr-ovsnbg001,"A timeless piece, with a vintage twist, Geraldine features a beautiful oval cut Australian Green Sapphire, surrounded by a halo of White Diamonds, set in 18ct Rose and White Gold. Strong and durable, this 18ct piece will last lifetimes.",1,1.00,0.00,,"halo, engagement, eng-halo-whitegold-oval-green, Sapphire Dreams, Parti Green, Oval, Rings, Trilogy, 18ct Rose & White Gold, Rose Gold Metal, 1.00ct - 1.49ct",REPLACE,"Geraldine Ring",Rings,SDR-OVSNBG001,MERGE,1887.76,deny,shopify,3318.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDR-OVSNBG001.jpg;https://samsgroup.info/pim-images/SDR-OVSNBG001_4.jpg;https://samsgroup.info/pim-images/SDR-OVSNBG001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card-cert.jpg,REPLACE,https://samsgroup.info/pim-images/SDR-OVSNBG001.jpg,,YES,0.00,8295.00,"18ct Rose & White Gold = 6.45gm<br>Parti Green Sapphire Oval Cut 1 = 1.01ct<br>Sapphire Dreams Certificate No. 01217<br>Fancy Cut 2 = 0.19ct F/VS<br>Round Brilliant Cut 16 = 0.39ct F/VS<br>",1.01,,"Parti Green",7.00x5.00mm,Oval,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
